,label,text
2120,непонятно,чайник понятно
7924,профили,перенести сохранять профиль миграция mnogodomenov зачемто приходить смс сбербанк вход профиль итог потребовать вводить смс тинькофф путаница
4634,ок,круто
1202,иностранный телефон,настраивать телефон получение смс международный телефон
2426,ок,
2380,ок,
6269,профили,смочь вводить правильно паспортный данные тк являться гражданин кыргызский республика
731,акции и скидки,понятно регистрация домен понимать получать месяц хостинг бесплатно
929,были проблемы,syntaxerror illegal characternunhandled promise rejection error target script istrusted true srcelement script eventphase 0 bubbles false cancelable false defaultprevented false composed false timestamp 921 cancelbubble false consolejs35
3367,ок,ока
681,нет категории,отлично предупреждать телефон подходячий отключение хостинг
4207,ок,amazing
1767,много данных,запрашивать паспортный данные
6617,профили,сразу заказ оформляться необходимый поле
25,нет категории,э
6299,профили,странно информация данный учетки настраивать хостинг отлично
3402,ок,предел совершенство знать улучшать
2873,ок,норма
5834,ок,норма
2412,ок,большой услуга
5285,ок,круто
4343,ок,
3396,ок,отличный
7473,ок,удобный сервис
4995,ок,
6535,профили,убирать описание отделение выдавать паспорт дикий количество ненужный буква
4050,ок,ничто 5
1252,интерфейс,необходимо сделать возможность нажимать выбор панель хостинг
6792,интерфейс,невозможно заканчивать операция посмотреть услуга
5274,ок,отлично утаивать
5622,ок,отлично
7154,донастройка,переадресация страница настройка ns сервер регистрация домен
2841,ок,отлично
2090,непонятно,целый час пытаться купить хостинг0 вернуть былоппневозможно работать зря потартить 225 р
7389,ок,20190506 000000
5312,ок,ok
665,нет категории,пропустить отзыв кнопка пропускать работать
6801,цена,сделать дешевлеаналогичный услуга именитый компания дешево
7936,профили,понялаличный данные проходить нетнажимать готовый ничто экран происходить
6834,цена,уменьшать стоимость
259,нет категории,1
720,нет категории,a
8724,ок,прогрессировать
6439,профили,давать готовый вариант адрес автоматический индекс
4231,ок,ока
739,акции и скидки,добрый подсказывать пожа промокод активировать
304,нет категории,з
5432,ок,комментарий
5991,оплата,поумолчание предлагать оплата банковский перевод сразу замечать оплачивать карта
6030,оплата,отправлять деньги яндекс деньги привязывать карта тинькофф яндекс привязывать карта сбербанк ока
5843,ок,ok
1306,интерфейс,увидеть отмена автопродление
3541,ок,классный ребята классно
3866,ок,здорово
8518,ок,думать итак понятный
2763,ок,ока проходить
5364,ок,ok
3251,ок,хороший пвыше звезда
6417,профили,переносить информация аккаунт
5775,ок,устраивать
1760,много данных,убирать бесконечный количество обязательный поле личный информация анонимность свобода интернет
4299,ок,здорово
5611,ок,отлично
1001,были проблемы,покупка домен выбирать последний кнопка переводить оплата нахожиться самый низ отдельный темный полоса находить остальное идеальник
3725,ок,работать устраивать надежно оперативно техподдержка уровень
8179,донастройка,приобретать домен понимать опубликовывать хостинг
3525,ок,душечка
8053,нет категории,плохо лицензия isp панель добавляться поумолчание приходиться удалять заказ корзина добавлять заново
8939,профили,отлично удобно понятный приятный современный интерактивный интерфейс простой логика взаимодействие сайт понятный последний шаг изза поставлять 4 вводить самый данные контакт юрлц вводить ранее видно система дублирование
3709,ок,отлично понятно молодец
2601,ок,ока
5946,оплата,вводить возможность оплата номер телефон
5003,ок,супер
4564,ок,top
1939,много данных,паспорт показывать
5475,ок,удобно
4595,ок,довольный работа сервис рекомендовать
4687,ок,отлично
806,акции и скидки,понятно применять промокод
5372,ок,
6350,профили,отчество паспорт предусматривать случай
5973,оплата,откуда списываться средство понятно последний момент
8206,интерфейс,старый
1924,много данных,удобно нужный паспорт заполнять поле латинница
8044,нет категории,броваривать
4138,ок,отлично
5032,ок,опыт справляться
8758,ок,достойно
8922,оплата,подключать эпл пить
5450,ок,молдец
6937,нет категории,
1079,были проблемы,скорость активизация домен зона ру
931,были проблемы,работа сайт
7530,ок,ока
3186,ок,супер большой
8857,ок,супер
7410,ок,топ дизайн
4717,ок,отличноспасибо
5999,оплата,пополнять счет деньги сразу списывать чтото неведомый приходиться платить заново
8950,профили,сделать интеграция госуслага регистрировать
1935,много данных,показывать данные паспорт фио whois
4481,ок,ясный понятно
3464,ок,супер
1917,много данных,заполнять желание привязывать персональный данные хостинг
8519,ок,ока
1931,много данных,ребята написать давать ссылка чтиво скрывать свой фио тело woip заранее благодарный
8291,непонятно,честно говорить понимать подключать сертификат вода смысл
2294,непонятно,понятно купиться заказывать услуга приходить деньги лк посмотреть выбор панель управление настройка уровень системный администратор менеджер посмотреть возможно
1901,много данных,спрашивать паспортный данные напрягать
5671,ок,норма
367,нет категории,61651456
5117,ок,
7643,ок,отлично
6612,профили,постраничный заполнение помощник заполнение адрес предподстановка емэйл форматирование номер телефон
6158,поддержка,обратный связь
5020,ок,отлично
7355,ок,регулярно пользоваться ценить возможность быстрый покупка
6842,цена,бесплатнопать факт
2139,непонятно,корявый корявый корявопужас
3145,ок,вперед regru
5042,ок,5
3225,ок,подробный инструкция
5238,ок,самый хороший хостер
8881,ок,бомбоколомбо
7195,интерфейс,100 кнопка становиться красивый работать кабпинет становиться невозможный куча косяк юзабельно
3324,ок,
3120,ок,отличный
1634,много данных,предлагать автоматизировать ввод данные паспорт код подразделение адрес индекс
7660,ок,спасибоно хороший
16,нет категории,123refgvdwqsdc
2509,ок,
7353,ок,супер
7917,профили,прогрузиться поле отчество изза невозможно продолжать работа
1620,интерфейс,сложно понимать заказ корзина выбор доменный ного конкретный кнопка выбирать поэтому проходить операция
8478,ок,
2025,навязывание услуг,предложение свой хостинг конструктор сайт продажа домен навязчивый сбивать толк помоему информативный предложение дополнительный услуга вводить заблуждение фраза оказывать благоприятный воздействие клиент способствовать больший лояльность дополнительный сервис
5887,оплата,задержка оплата причина
325,нет категории,улучшать регистрация партнерский ссылка вариант партнер забывать зарегистрировать свой клиент партнерский ссылка получаться сделать нужный момент зачитывать партнерский регистрация допускать теч 35 сутки отказывать перерегистрировать свой партнерка есстно вариант итог партнерка терять свой привлекательность пользоваться клиент чтото сделать быстро выгода забывать
2676,ок,хороший
4874,ок,улучшать
8205,интерфейс,вернуть старый дизайн блять
8610,ок,супер появляться автоматический привязка доменак хостинг
5782,ок,good
6760,профили,неудобный работа профиль
7316,ок,ok
1584,интерфейс,вообще странно становиться непривычный находить плюс обязательно изменять оценка
2695,ок,удобно легко проходить
7084,нет категории,сделать блок помощь новичок
2786,ок,оформление заказ выполнять быстро качественно
3805,ок,ценып круто птех поддержка уровень
5011,ок,отлично
6693,профили,подписывать поле обязательный исполнение
6151,поддержка,чат
5830,ок,быстро
7895,профили,заново вводить адрес юр лицо сохранять профиль
7827,ок,скорость
2793,ок,купить домен 2 минута максимум вместе платеж
5142,ок,ока
4958,ок,удобно
5929,оплата,выбор оплата карта открываться сайт яндексденьги
8021,нет категории,5
2615,ок,ok
2598,ок,5
4173,ок,приятно работать
6196,поддержка,увеличивать общение горячий линия 10 мина
5037,ок,супер
6051,оплата,путаться выбор способ оплата приходиться догадываться менять несмотря оплачивать текущий приходиться оформлять оплата сделать
2396,ок,хороший
5879,оплата,предложение оплата карта предлогаться сбербанк пропускать платеж банк
3898,ок,ока
6174,поддержка,обучение настройка сайт
1345,интерфейс,старый версия личной кабинет гораздо удобно
5074,ок,достаточно удобно увидеть никакой спорный момент
6369,профили,заполнять профиль быстрый автозаполнение срабатывать
7670,ок,ока
6283,профили,приходиться заполнять необязательный поле иначе возникать ошибкипсмочь понимать заполнять необязательный поле общение поддержка
2392,ок,круто
1888,много данных,понимать вбивать свой давать сделать поздно
5927,оплата,платежный система работать корректно 10 зарабатывать кнопка оплачивать
8784,ок,хорощо
6262,профили,приходиться зайти профиль заполнять еррор мессаджи показываться
5190,ок,
339,нет категории,сделать дизайн интерфейс оформление заказ интересно написать почта
5404,ок,нравиться
4098,ок,здравствовать понятно удобнрнадеюсьчто дальнейший разочаровываться
7383,ок,быстро отлично
1908,много данных,вводить паспорт объяснять
6420,профили,кпп
6088,поддержка,телефонный связь оператор регистратор
7370,ок,
5129,ок,
5174,ок,супер
8942,профили,кнопка сохранять профиль залипать появляться происходить ошибка сохранение профиль
1123,донастройка,непонятно домен считаться незарегистрированный создавать домен оплачивать использовать личный кабинет настраивать ssl
3180,ок,отличный
2339,непонятно,упрощать процесс регистрация
5033,ок,yes
5205,ок,улучшать ничто удобно понятно рад работать regru
6004,оплата,оплата страница выпадать ошибка
955,были проблемы,запрос coockie закрывать строчка регистрация покупка
2404,ок,супер
1635,много данных,прощепинна название оооптеперь куча реквизит
2259,непонятно,сложно находить информация продление услуга
707,нет категории,труд находить интерфейс заказ услуга
6233,профили,автоподбор индекс незаменимый вещь
4223,ок,отлично
377,нет категории,конструктор демо версия
6275,профили,изначально сохраняться данный владелец аккаунт давать переходить личный кабинет нажатие кнопка сохранять ничто происходить приходиться переключаться новый версия сайт вносить давать аккаунт
2577,ок,супер
2755,ок,четко
2813,ок,супер удобный быстро
8927,поддержка,понятно служба поддержка скидывать ссылка
1113,донастройка,предупреждать ввод данные покупка
8353,ок,нравиться
2932,ок,регра топчик
6836,цена,подымать стоимость продление домен следующий
6466,профили,зарегать домен просить вводить данные
3906,ок,простой
1818,много данных,хотеться отдавать паспортный данные попадать
4417,ок,отлично
7743,ок,
5278,ок,супер
1487,интерфейс,старый интерфейс хороший понятнеепнужно загрузка csr сразу форма заполнишьпи должный выбор емейл днс авторизация домен
5100,ок,ока
3079,ок,сваривать кофе
4145,ок,знать понравиться
3824,ок,
2368,ок,понятно
3202,ок,ничто быстро удобно
1047,непонятно,подробно рекомендовать настройка панель
5226,ок,бомбезно
4703,ок,ока вроде
5642,ок,топ
8268,навязывание услуг,предлагать хостинг хотеться профиль умолчание хотеться nsсервера умолчание работать
2374,ок,нормально
7804,ок,быстро
5096,ок,ока
2359,непонятно,подробный описание услуга
2902,ок,super
7149,донастройка,сразу разбираться размещать новый домен существующий хостинг интерфейс предлагать новый хостинг
4327,ок,ока
6952,нет категории,смс код
3760,ок,интерфейс мобильный версия
6936,нет категории,яс
1063,непонятно,предлагать панель понимать возможность увидеть
8913,оплата,возникать сложность оплата домен счет уходить
8039,нет категории,legal demais otimo desepenho facilitou muito
3523,ок,идеально
5339,ок,удобно понятно
4756,ок,супер
8168,были проблемы,ошибка undefined is not an object evaluating popupscrolltop
4174,ок,отличный сервис оперативный решение текущий вопрос вознокать
4660,ок,отлично
3721,ок,супер
3415,ок,
861,были проблемы,форма вводить ошибка нажатие отправка ничто происходить нажимать экран подниматься посмотреть ошибка
6616,профили,заполнение фио латиница возникать проблема приходиться возвращаться заполнять заново
4204,ок,супер
7494,ок,вопрос
6571,профили,удобный формат вписываться данные
8928,поддержка,благодарный служба технический поддержка оказывать помощь решение свой вопрос создание блог вопрос получать мгновенный ответ приятно работать
3970,ок,отлично
3023,ок,хороший молодец
4330,ок,большой
5717,ок,круто
8936,профили,контрацептив использовать паспортный данные клиент куча ковать заново спрашивать думать скучно делать нехер квеста проходить
8322,непонятно,функционал хостинг конструктор пересекаться путать
6661,профили,мобильный версия возможность поставлять дата рождение выдача паспорт
72,нет категории,54654
3756,ок,
1678,много данных,полный персональный данные тестовый доступ
2440,ок,супер
5059,ок,отлично
3055,ок,отлично
2434,ок,обновление хороший
893,были проблемы,плохой скорость отклик понятно идти загрузка отклик
1373,интерфейс,неудобно гражданин нерусскоязычный страна
3366,ок,вроде отлично нравиться
3239,ок,знать
859,были проблемы,убирать сверху ошибка syntaxerror illegal character пи давать возможность прикладывать скриншот
363,нет категории,hhhhhhhhhhhhhhh
397,нет категории,срок бесплатный хостинг
8946,профили,кпп написать необязательный поле заполнять кпп
4061,ок,5
4238,ок,четко понятно единственный минус подбирать домен корзина появляться учитывать пользователь домен подбирать думать смотреть предоставлять возможность решение купить пользователь зеленый кнопка купить должный нажимать приобретать домен понимание надеяться сделать убирать 1 балл
3822,ок,5
4659,ок,
1998,много данных,облегчать поиск функция скрывать данный владелец домен whois
1539,интерфейс,страница тариф сложность навигация
1971,много данных,надоедать заполнение контактный данные покупка перезаполнять приходиться
6783,профили,убирать поле отчество регистрация
812,были проблемы,сразу удаваться зайти лк кнопка активный
8246,интерфейс,заказ оформлыть удобно ранее упрвление услуга привычно удобно понимать конец старый версия
5950,оплата,попытка отплачивать банковский карта платрон кнопка оплачивать нажиматься точный причина знать единственный приходить голова номер платежный карта состоять 16 18 цифра выпускать сбербанк
870,были проблемы,писать данные сайт крашнулся лежать 20 минута
2510,ок,хороший понимать делать
8255,много данных,объяснять нужный паспортный данные
6328,профили,сделать окно отчество обязательный
2641,ок,
1762,много данных,спрашивать данные
7903,профили,понимать профиль путаться выбирать удалять лишний паспорт смениться обновлять данные
1258,интерфейс,затуплять выбор дата листать идиот добавлять анимация объяснять отсталый
4247,ок,отлично
3800,ок,отлично
6203,поддержка,понятно отвечать чаттехподдержка 520 секунда минута 510
3921,ок,ока
4139,ок,крукто
4140,ок,отлично
5926,оплата,постоянно выпадать ошибка сложно оплачивать карта пополнять счет
8829,ок,ничто нормально
7638,ок,5
7271,ок,работать отлично
495,нет категории,12313
8493,ок,отлично
2213,непонятно,алгоритм понятный сразу
109,нет категории,
8540,ок,замечательно
5149,ок,отлично
5047,ок,ok
209,нет категории,давать возможность отменять случайно оплачивать доменный
1361,интерфейс,добрый строчка бесплатный период 14 вынести самый верх
5143,ок,хороший желать хороший процветание услуга
5836,ок,разбираться дико нервничать
7403,ок,отлично
3449,ок,отлично
7527,ок,
144,нет категории,yt npyf
4779,ок,отлично настолько насколько наверное вообще возможный крутой
1206,иностранный телефон,позволять использовать мобильный номер российский оператор
5994,оплата,оплата apple pay переход окно окно прежде доходить заветный кнопка оплачивать ошибка количество переход
6381,профили,клик неудобный ввод дата
7317,ок,идеально
4336,ок,шикарно сделать покупка оплата домен хостинг быстро становиться пара клик пуж работать сервис глаз улучшение пспасибо работа молодец
7441,ок,отлично
5213,ок,понятный корректно работать автозаполнение
8532,ок,норма
6655,профили,добавлять база адрес выбирать список
3125,ок,гуд
2001,много данных,нахер вводить свой данные нужный хост домен интерфейс ушлепский
967,были проблемы,видно переход оплата выбирать домен
5140,ок,сервис
1915,много данных,скрывать хуиз данные владелец предлагать шаг
1507,интерфейс,фиг знать отличный фон задний потусклый сделать белый глаз уставать
3445,ок,
3003,ок,норма
1576,интерфейс,отлично
2394,ок,большой помощь оформление заявка
315,нет категории,вопрос
8584,ок,скидка
6518,профили,сохранять профиль регистрация вводить данные повторно
8139,были проблемы,глючать подтверждение email
2982,ок,понятный
4858,ок,
4574,ок,движение правильный направление
104,нет категории,информировать заканчиваться срок домен свой невнимательность пропускать срок оплата
4726,ок,супер интуитивно понятно
5677,ок,устраивать
839,были проблемы,2 уходить заполнение анкета 4 ого обращение помогать оператор телефон вообще готовый обслуживание какието глупость говорить повод обновление информация интернет провайдер
6453,профили,понятно предлагаться выбирать качество профиль предлагать 4 вариант почта контакт
2034,навязывание услуг,впаривать хостинг домен выбирать случайно оплачивать
1691,много данных,вопрос
3623,ок,понятный
7698,ок,
8516,ок,супер классно
307,нет категории,сокращаться шаг заказ регистрация хостинг оставлять возможность установка электронный почта сервер отдельно вариант сделать чекбокс установка почта
8638,ок,красавчик
2038,были проблемы,проходить шаг выкидыват
5283,ок,удобно
3963,ок,работа
7260,непонятно,упрощать
1130,донастройка,неплохо наверное сразу настраивать профиль будущее домен получаться купить зайти купить домен настраивать лишний действие
136,нет категории,отправлять документ отчетный документ почта
1961,много данных,собирать столько пд
3634,ок,хороший рад использовать простой интерфейс
7411,ок,идеально
8074,нет категории,регистрация пароль придумывать
2599,ок,
7292,ок,норма
1729,много данных,сокращать количество шаг
235,нет категории,приходиться погуглить конструктор сайт wpb17
3827,ок,
8029,нет категории,проект конституция рф человекобладать право свобода гражданинобладать право обязанность предлагать выбор выбор называть физический лицо живорожденный живой душа тело кровь плоть титул живорожденный живой мужчина дмитрий здравый целый статус высокий физический лицо раб бесправный полный поражение право соломенный бумажный фикция бланк паспорт лицо актер называться физический лицо великий оскорбление унижение призывать устранять умышленный нарушение сторона отношение противный случай тонкий план обращаться основатель род виновный преступление живорожденный душа тело живой мужчина дмитрий объявлять бесчестить отрешение род род повлиять объявлять виновный преступление контракт кон мироздание возмещение превосходить содеять миллиард расплата длиться вечность предел смерть означать окончание оплата воля
6983,нет категории,привет
1266,интерфейс,старый интерфейс привычно
8248,много данных,добрый увидеть информация доступность данный whois домен закрывать умолчание
913,были проблемы,ужасно тормозить сайт открываться страница
8934,профили,постоянно требоваться обновлять данный вводить неудобно очередной ввод работать кнопка продолжать огорчать
3544,ок,хороший ребята приятно дело
5162,ок,
2736,ок,быстро понятно сложность возникать
7976,ок,отлично
6497,профили,функция запрос подтверждение проверка вносить данные
3844,ок,good
5725,ок,супер
1000,были проблемы,перескакивать разный страница чегото указывать организация владелец домен
2953,ок,предельно понятный удобный
8743,ок,
3718,ок,зарегистрировать домен 5 мина
917,были проблемы,сайт постоянно зависасет
260,нет категории,предложение конструктор сайт недостаточный описание предлагать вариант остальное отлично
4017,ок,быстро удобно молодец
7908,профили,понятно ипать физ лицо
7632,ок,
1763,много данных,непонятно заполнять
5639,ок,великолепно
8227,интерфейс,левый меню название широко
7768,ок,5
7640,ок,
4077,ок,гуд
497,нет категории,
3828,ок,большой удобно понятно
4067,ок,удобный быстро
773,акции и скидки,увидеть промокод почта сразу увидеть оплата хотеться както видеть оплата следующий
8607,ок,высота
7406,ок,ничто удобно
3932,ок,отлично
5260,ок,отлично
6621,профили,некоторые поле ввод стоить сделать выше например поле указываться выдавать паспорт слегка пугать свободный ввод номер телефон приятно форматирование
488,нет категории,знать отвечать
1741,много данных,просить паспортный данные адрес
2636,ок,отлично работать узнавать лутша
3646,ок,отлично
5447,ок,отлично
6395,профили,форма ввод помечать обазательный заполнение поле
2955,ок,нормально
90,нет категории,sdsd
7914,профили,инн ипать 12 цифра являться юридический лицо кпп
1083,донастройка,сделать понятно заполнять персональный данные выбор конструктор конструктор выбирать писать активный причина написанный понимать делать ждать активировать
5126,ок,удобно
8339,ок,быстро
995,были проблемы,регистрация самый главный кнопка зарегистрировать самый низ видно закрывать всплывать информация перелистывать страница поиск кнопка
7528,ок,ока
1960,много данных,паспортный данные отлично
8496,ок,
3108,ок,идеально
185,нет категории,s
7718,ок,ока
6118,поддержка,находить контакт проконсультироваться
8225,интерфейс,дизан сайт отличный уменьшать 2 огромный кнопка удобно
3987,ок,круто
6979,нет категории,оценилпланировать возвращение сфера разработка перерыв
2488,ок,
1725,много данных,запрашивать адрес проживание например
7371,ок,
2921,ок,good
6315,профили,вводиться инн юр лицо
2666,ок,отлично
574,нет категории,вопрос
1838,много данных,указывать использовать контакт
612,нет категории,qweqe
865,были проблемы,заполнять данные настройка самый аккаунт 4 ошибка гореть телефон привязывать самый начало ткнуть настраивать хостинг приходиться повторно набирать смысл дебилизм
8254,много данных,убирать внесение паспортный данные желание продолжать регистрация
4623,ок,привет работать regru сайт прекрасный стоимость фанатизм хороший качество прекомендовать
7207,много данных,столько данный регистрационный
1874,много данных,поле
6142,поддержка,обратный связь возникновение вопрос искать получать консультация
3054,ок,5
7772,ок,нормально всплывать окошко предлагать помощь специалист сообщение отправляться
1742,много данных,столько глупый формальность
2589,ок,
1171,донастройка,вводить данные оплата домен какойтосайтрфппродублировать заранее
8999,нет категории,идеальный удобный быстро понятно
3182,ок,
2871,ок,быстро
4979,ок,нравиться
7481,ок,удобно
908,были проблемы,регистрация емайл проходить ссылка битаяnhttpsuserconfirm _ emailtokenab8ab1e1b600608088664422cc2e37a6nhttpjoxirul21pdxaaaavovm
490,нет категории,файл получаться проследовать инструкция скачать заново делать понимать устанавливать ssl сертификат песть полный маленький кусочек инструкция nя понимать действие совершать понятно правильный направление двигаться цель устанавливать сертефикат сайт
8862,ок,нормуль
5009,ок,отлично
7610,ок,кайф
2526,ок,5
1591,ок,
5511,ок,ok
696,нет категории,otimo
4372,ок,проходить
8373,ок,данный момент работать
7973,SSL,помогать устанавливать ssl сертификат _ самый хороший подарок разбираться
6770,профили,формироваться список вроде физ лицо организация список выдавать вариант физ лицо
5173,ок,супер
901,были проблемы,браузер firefox linux невозможно сохранять правильный заполнение поле
2906,ок,понравиться
3039,ок,отлично
8023,нет категории,непонятно купить домен покупать регистрация деньги списывать данный владелец заполнять интересный система деньги вперед
8512,ок,отлично уверенный
2241,непонятно,понятно сразу отключать автооплата приходиться настройка лазить оплата нигде показываться галочка поставлять автопродление курс оставаться
8465,ок,начальный этап понимать благодарить отличный понятный чайник сайт
4830,ок,10
7516,ок,круто
5850,оплата,непросто оказываться оплачивать онлайн
7137,были проблемы,медленно работать
3991,ок,
5195,ок,
1490,интерфейс,выбирать домен искать купить хотеться обычный кнопка корзина пойти оплачивать свой заказпспасибо
5255,ок,
3873,ок,понятно нравиться
3539,ок,четко
5953,оплата,оплата выдавать страница ошибка сервис эррор
1303,интерфейс,денежный знак рубль отображаться вид прямоугольник
768,акции и скидки,предоставлять обещать 2 месяц бесплатный хостинг
4237,ок,ока
919,были проблемы,интернетстраница медленно прокручиваться неудобно узнавать незаполненный поле конец приходиться подниматься страница
5482,ок,понятно
1419,интерфейс,неудобно 2018 вернуть
4488,ок,знать
3140,ок,
5863,оплата,ничто понятно оплачивать услуга баланс указанный счто счет должный регистрироватьсяпри регистрация кнопка оплачивать кликмучиться мина 30хотел плюнуть уходить
6241,профили,пытаться исправлять телефон адрес регистрация начинать тупить просить вводить город строка удалять вводить опенок тупняк поправлять форма работать корректно
1097,донастройка,этап заполнение личный данные както пропускать понимать настройка завершать
7628,ок,ока
6849,цена,понижать цена зона ru
2966,ок,супер
1844,много данных,паспортный данные
2102,непонятно,хватать видео инструктаж пошаговый разъяснять
7489,ок,хороший посмотреть работать хостинг
6406,профили,подсвечивать поле заполнение профиль непонятный поле необходимо дозаполнять
6690,профили,возможность регистрировать ooo sweet life foodservice форма указывать название латиница приходиться написать sweet life foodservice
1335,интерфейс,буква огромный слепой
8221,интерфейс,старый интерфейс увидеть домен astrovolansru услуга скрытие персональный данные
8566,ок,тупой атличный
5296,ок,проблема
5437,ок,супер
7729,ок,знать
4109,ок,хороший
2516,ок,простой понятно главное работать
2398,ок,круто
7999,нет категории,волокита документ
6474,профили,спрашивать данный заполнять профиль
5983,оплата,нужный подробный инструкция оплата кошелек qiwi перекидывать сервис яндекс касса непонятно счет делать оплачивать кошелек
6527,профили,спрашивать растройка хостинг настройка домен
1413,интерфейс,полезный информация экран псовет опытный профессионал
2442,ок,намного удобный
1158,донастройка,поль паспортный данные сделать кнопка далее завершать заказ входить какоелибо поле непонятно завершать оформление заказ
2596,ок,
4160,ок,удобно
4933,ок,хороший
2775,ок,отлично
5478,ок,good
6776,профили,продуманный форма адрес регистрация указывать район населять пункт
